timestamp,Basel Temperature [2 m elevation corrected],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Shortwave Radiation
20220123T1900,2.4002454,7.289444,69.77513,1
20220123T2000,1.7402455,5.95906,64.98311,0
20220123T2100,0.9102454,5.154415,65.224846,0
20220123T2200,0.000245392,5.3517847,70.346176,0
20220123T2300,-0.2697546,4.452954,75.96376,0
20220124T0000,-0.8497546,4.3349743,94.76365,0
20220124T0100,-1.0497546,5.6920996,108.434944,0
20220124T0200,-1.4297546,4.8965297,126.027374,0
20220124T0300,-1.6097547,4.39436,124.99202,0
20220124T0400,-1.4197546,4.0249224,116.56505,0
20220124T0500,-1.6997546,3.7064266,119.054596,0
20220124T0600,-1.8697547,3.7585104,106.69924,0
20220124T0700,-1.9297546,4.452954,104.03624,0
20220124T0800,-1.8897547,4.802999,102.99461,0
20220124T0900,-1.6297547,4.510787,118.61046,0
20220124T1000,-0.73975456,5.1165614,140.71059,22
20220124T1100,0.4302454,5.1165614,140.71059,111
20220124T1200,1.5802454,6.792466,147.99461,220
20220124T1300,2.5802455,7.7879906,146.30994,313
20220124T1400,3.2902455,5.692099,145.30484,353
20220124T1500,4.0102453,4.6102495,128.6598,348
20220124T1600,4.4402456,4.510787,118.61046,289
20220124T1700,4.2602453,4.0249224,116.56505,185
20220124T1800,5.3102455,5.00128,120.25643,67
20220124T1900,3.8502455,3.096837,125.537674,1
20220124T2000,0.5302454,4.8433046,138.01279,0
20220124T2100,-0.40975457,5.904439,142.4314,0
20220124T2200,-0.65975463,6.1305785,139.76364,0
20220124T2300,-0.63975465,6.1094027,135,0
20220125T0000,-0.3897546,4.39436,145.00798,0
20220125T0100,-0.5697546,5.495161,148.3925,0
20220125T0200,-0.98975456,5.00128,149.74356,0
20220125T0300,-1.4997545,4.829907,153.43495,0
20220125T0400,-1.7397546,4.829907,153.43495,0
20220125T0500,-1.8697547,4.6938257,147.52881,0
20220125T0600,-2.0997548,4.6938257,147.52881,0
20220125T0700,-2.0897546,5.1165614,140.71059,0
20220125T0800,-2.3697548,4.8433046,138.01279,0
20220125T0900,-2.5797548,4.39436,145.00798,0
20220125T1000,-1.6097547,5.315336,151.69923,26
20220125T1100,0.11024541,4.5536795,161.56505,133
20220125T1200,0.64024544,5.5887027,165.06857,250
20220125T1300,2.1202455,5.8603754,169.38034,337
20220125T1400,3.4702454,6.489992,176.82018,371
20220125T1500,4.610245,6.489992,183.17982,360
20220125T1600,5.1802454,5.4477882,187.59465,293
20220125T1700,5.6002455,4.379589,170.53767,189
20220125T1800,4.2902455,3.4152596,161.56505,71
20220125T1900,2.0402455,2.9024127,150.25511,2
20220125T2000,0.2502454,3.5455887,156.0375,0
20220125T2100,-1.0397546,3.0758414,159.44395,0
20220125T2200,-1.0697546,2.968636,165.96376,0
20220125T2300,-1.5297545,3.319036,167.47119,0
20220126T0000,-1.2897546,4.452954,165.96376,0
20220126T0100,-1.6097547,6.0347,162.64597,0
20220126T0200,-1.9797546,5.0142193,158.9625,0
20220126T0300,-2.2897544,3.4152596,161.56505,0
20220126T0400,-2.5497546,3.319036,167.47119,0
20220126T0500,-2.7897544,3.2399998,180,0
20220126T0600,-2.6697545,2.9024127,187.12502,0
20220126T0700,-2.7297544,2.9024127,187.12502,0
20220126T0800,-2.6197548,3.2599385,186.3402,0
20220126T0900,-2.8297548,3.2399998,180,0
20220126T1000,-1.9297546,4.3349743,184.76364,30
20220126T1100,-0.76975465,3.7585104,196.69925,142
20220126T1200,-0.5897546,4.072935,225,258
20220126T1300,0.000245392,5.3999996,216.8699,338
20220126T1400,0.7102454,5.3517847,227.72632,383
20220126T1500,1.3702455,4.452954,255.96376,374
20220126T1600,1.8402454,4.379589,260.5377,309
20220126T1700,2.0402455,4.0249224,296.56506,200
20220126T1800,2.7002454,6.489992,340.55997,73
20220126T1900,1.6502454,2.5959969,236.30994,2
20220126T2000,0.8702454,2.0991426,210.96376,0
20220126T2100,-0.16975462,2.5455842,188.1301,0
20220126T2200,-1.1097546,2.6208394,164.0546,0
20220126T2300,-1.9697546,2.4149535,116.56505,0
20220127T0000,-1.6097547,3.4152596,198.43495,0
20220127T0100,-1.7797545,3.8773184,201.8014,0
20220127T0200,-2.5597544,3.219938,206.56505,0
20220127T0300,-2.9097548,2.4149535,206.56505,0
20220127T0400,-3.0797548,3.2599385,186.3402,0
20220127T0500,-3.2697544,4.6800003,202.61987,0
20220127T0600,-3.2697544,5.154415,204.77515,0
20220127T0700,-3.3397546,4.2136917,199.98311,0
20220127T0800,-3.1397548,4.2136917,199.98311,0
20220127T0900,-3.8297548,4.5536795,198.43495,0
20220127T1000,-2.4597545,5.634891,206.56505,30
20220127T1100,-1.6697546,5.3517847,222.27368,133
20220127T1200,-1.6297547,7.5685663,244.65384,219
20220127T1300,-1.0597546,7.7879906,236.30994,301
20220127T1400,-0.3897546,8.287822,235.61966,357
20220127T1500,0.5602454,8.217153,241.18921,361
20220127T1600,1.2202454,8.707237,240.25513,271
20220127T1700,1.5902454,7.7879906,236.30994,175
20220127T1800,0.4402454,6.6087217,240.64226,65
20220127T1900,0.3602454,6.9153743,231.3402,2
20220127T2000,0.3102454,6.9153743,218.65982,0
20220127T2100,0.030245423,7.5942082,211.42957,0
20220127T2200,0.5402454,6.989936,214.50853,0
20220127T2300,1.0702454,8.39657,210.96376,0
20220128T0000,1.3202454,6.8777895,222.8789,0
20220128T0100,1.4402454,8.435069,219.80557,0
20220128T0200,1.3802454,7.8954163,226.84761,0
20220128T0300,1.4202454,7.2,233.1301,0
20220128T0400,1.3302454,5.95906,244.98311,0
20220128T0500,1.4402454,4.8965297,233.97263,0
20220128T0600,1.3302454,4.8433046,221.98721,0
20220128T0700,1.1302454,4.8965297,216.02737,0
20220128T0800,1.3902454,6.439876,206.56505,0
20220128T0900,1.4002454,6.830519,198.43495,0
20220128T1000,1.0802454,7.42159,202.83365,21
20220128T1100,1.7002454,7.10031,210.46555,101
20220128T1200,2.6802454,5.8603754,227.48956,181
20220128T1300,3.6102452,6.830519,251.56506,226
20220128T1400,4.360245,7.5685663,272.72632,228
20220128T1500,5.130245,7.9526596,275.19443,211
20220128T1600,5.6002455,7.0911775,293.9625,204
20220128T1700,5.650245,4.896529,287.10272,144
20220128T1800,4.670245,5.4477882,277.59464,58
20220128T1900,4.3402452,3.563818,225,3
20220128T2000,3.9102454,1.484318,194.03624,0
20220128T2100,3.4002452,0.8049845,153.43495,0
20220128T2200,2.3202453,0.71999997,180,0
20220128T2300,1.3302454,2.52,180,0
20220129T0000,0.6202454,3.0758414,159.44395,0
20220129T0100,0.000245392,4.3498964,155.55605,0
20220129T0200,-0.05975461,5.4477882,172.40535,0
20220129T0300,-0.73975456,4.73506,188.74615,0
20220129T0400,-0.77975464,5.04,180,0
20220129T0500,-0.29975462,4.452954,194.03624,0
20220129T0600,-0.2597546,5.495161,211.6075,0
20220129T0700,-0.39975458,6.6087217,209.35776,0
20220129T0800,-0.40975457,6.489992,213.69006,0
20220129T0900,0.070245415,6.989936,214.50853,0
20220129T1000,0.5002454,7.24486,206.56505,25
20220129T1100,1.3102454,8.78872,214.99202,103
20220129T1200,2.7002454,12.475961,223.83087,166
20220129T1300,4.0702453,11.457958,226.27303,219
20220129T1400,4.9702454,11.966954,226.21889,180
20220129T1500,5.8402452,11.709688,225,220
20220129T1600,6.4302454,10.97262,228.9909,186
20220129T1700,6.290245,12.261157,229.76364,88
20220129T1800,5.900245,11.592894,233.84181,27
20220129T1900,5.5802455,12.261157,229.76364,2
20220129T2000,5.540245,13.246826,227.2026,0
20220129T2100,5.630245,13.783817,229.23639,0
20220129T2200,5.8402452,13.324863,231.58195,0
20220129T2300,6.0102453,14.021525,228.12213,0
20220130T0000,5.7202454,12.496718,228.50352,0
20220130T0100,5.8102455,12.475961,226.16914,0
20220130T0200,5.6402454,12.599998,233.1301,0
20220130T0300,5.790245,11.681987,236.30994,0
20220130T0400,5.6802454,11.183201,236.82149,0
20220130T0500,5.650245,11.304229,232.76517,0
20220130T0600,5.630245,10.233123,230.7106,0
20220130T0700,5.5602455,8.942214,229.8991,0
20220130T0800,5.500245,7.8954163,226.84761,0
20220130T0900,5.3002453,7.386582,226.97495,0
20220130T1000,5.3902454,6.638072,229.39871,6
20220130T1100,6.020245,5.495161,238.3925,30
20220130T1200,6.940245,8.217153,241.18921,89
20220130T1300,7.880245,8.654986,253.07248,136
20220130T1400,8.400246,7.9932976,277.76517,147
20220130T1500,8.910245,7.8625183,285.9454,201
20220130T1600,8.660245,7.172949,287.52557,166
20220130T1700,8.5602455,5.00128,300.25644,135
20220130T1800,7.360245,4.198285,300.96378,61
20220130T1900,7.0502453,2.9024127,262.875,4
20220130T2000,5.790245,2.0991426,239.03624,0
20220130T2100,4.5402455,1.484318,194.03624,0
20220130T2200,2.7902455,3.9763298,185.19443,0
20220130T2300,0.5702454,5.04,180,0
20220131T0000,1.1202455,6.989936,214.50853,0
20220131T0100,1.1302454,4.896529,197.10272,0
20220131T0200,1.1302454,5.506941,191.30994,0
20220131T0300,1.7102454,7.42159,202.83365,0
20220131T0400,1.9302454,8.217153,208.81079,0
20220131T0500,3.9002452,9.021574,208.61046,0
20220131T0600,5.0702453,12.682018,214.59229,0
20220131T0700,5.3402452,14.76439,225,0
20220131T0800,5.380245,18.391737,229.76364,0
20220131T0900,5.2802453,21.897945,226.33223,0
20220131T1000,4.7002454,21.67487,237.89374,12
20220131T1100,4.4302454,21.749481,245.55606,30
20220131T1200,5.0902452,14.372974,247.9321,72
20220131T1300,5.1802454,19.562946,257.24246,116
20220131T1400,5.5802455,16.981165,265.1355,123
20220131T1500,5.5502453,16.954432,273.65222,175
20220131T1600,5.7002454,18.089775,275.7106,189
20220131T1700,5.630245,18.089775,275.7106,149
20220131T1800,5.1402454,14.869351,276.95297,67
20220131T1900,4.5302453,15.03835,281.04095,5
20220131T2000,4.4402456,16.62249,287.65012,0
20220131T2100,4.2202454,15.226764,276.78897,0
20220131T2200,3.7302456,16.299694,276.34018,0
20220131T2300,3.2402453,16.595179,273.7314,0
