timestamp,Basel Temperature [2 m elevation corrected],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel UV Radiation
20221110T0000,11.340245,3.8773184,201.8014,0
20221110T0100,11.210245,4.3498964,204.44395,0
20221110T0200,10.240245,3.8268526,228.81409,0
20221110T0300,10.240245,3.8268526,221.18593,0
20221110T0400,9.490245,3.7064266,209.05461,0
20221110T0500,10.130245,2.8799999,180,0
20221110T0600,10.030245,3.8268526,221.18593,0
20221110T0700,9.580245,4.6938252,184.39871,0
20221110T0800,8.670245,4.1046314,195.25513,0
20221110T0900,8.950245,3.671294,191.30994,0.65
20221110T1000,9.380245,5.3999996,180,6.27
20221110T1100,10.3102455,5.4119864,176.18593,18.98
20221110T1200,11.370245,4.1046314,127.874985,26.58
20221110T1300,12.420245,3.396233,122.00538,35.04
20221110T1400,13.200245,2.3051248,128.6598,40.57
20221110T1500,13.800245,5.315336,118.30075,35.86
20221110T1600,14.010245,6.489992,123.69006,26.79
20221110T1700,13.160245,4.6102495,141.34018,14.79
20221110T1800,11.390245,3.219938,26.565033,3.96
20221110T1900,8.980246,7.0911775,23.962494,0
20221110T2000,7.500245,5.937272,75.96376,0
20221110T2100,6.750245,4.1046314,105.25512,0
20221110T2200,6.520245,3.8773184,111.80141,0
20221110T2300,6.3202453,4.32,89.99999,0
20221111T0000,5.9302454,4.072935,135,0
20221111T0100,5.6202455,4.5820518,135,0
20221111T0200,5.6002455,4.198285,120.96376,0
20221111T0300,5.250245,3.396233,122.00538,0
20221111T0400,4.900245,2.7416782,156.8014,0
20221111T0500,5.5502453,2.6208394,164.0546,0
20221111T0600,5.860245,5.0911684,171.8699,0
20221111T0700,6.1202455,7.2805495,171.46924,0
20221111T0800,6.110245,4.8433046,131.98721,0
20221111T0900,6.3502455,5.00128,120.25643,0.57
20221111T1000,6.940245,5.6920996,161.56505,7.52
20221111T1100,8.110246,6.0347,162.64597,17.28
20221111T1200,9.410245,6.28713,156.37062,25.61
20221111T1300,10.380245,6.12,151.9275,30.86
20221111T1400,11.230246,6.12,151.9275,30.53
20221111T1500,11.910245,5.3999996,143.1301,26.95
20221111T1600,12.070246,5.3999996,126.869896,17.16
20221111T1700,11.180245,3.8268526,131.18591,12.54
20221111T1800,10.480246,4.0249224,153.43495,3.23
20221111T1900,8.500245,3.8939953,146.30994,0
20221111T2000,7.8002453,3.6,126.869896,0
20221111T2100,7.2002454,3.5455887,113.96249,0
20221111T2200,6.750245,4.5536795,108.434944,0
20221111T2300,6.6402454,4.8433046,138.01279,0
20221112T0000,6.2002454,4.510787,151.38954,0
20221112T0100,6.210245,5.1165614,140.71059,0
20221112T0200,6.0802455,4.8433046,131.98721,0
20221112T0300,6.0502453,4.6102495,141.34018,0
20221112T0400,6.170245,5.1165614,140.71059,0
20221112T0500,6.1802454,5.3999996,143.1301,0
20221112T0600,5.920245,5.3999996,143.1301,0
20221112T0700,5.4902453,5.1165614,140.71059,0
20221112T0800,5.7402453,5.1165614,140.71059,0
20221112T0900,5.520245,5.0911684,135,0.57
20221112T1000,6.3102455,5.3999996,126.869896,7.7
20221112T1100,7.3102455,4.072935,135,16.94
20221112T1200,7.880245,5.8603754,137.48955,29.11
20221112T1300,8.710245,5.904439,142.4314,36.87
20221112T1400,9.220245,5.634891,153.43495,28.66
20221112T1500,9.640245,5.904439,142.4314,26.09
20221112T1600,9.700245,4.39436,145.00798,21.68
20221112T1700,9.640245,2.5959969,146.30994,11.23
20221112T1800,9.530245,2.9024127,119.74488,2.01
20221112T1900,7.9702454,3.7064266,119.054596,0
20221112T2000,7.6202455,3.5455887,113.96249,0
20221112T2100,6.9902453,3.7585104,106.69924,0
20221112T2200,6.3102455,4.5536795,108.434944,0
20221112T2300,6.1202455,4.2136917,109.9831,0
20221113T0000,5.5702453,2.5959969,146.30994,0
20221113T0100,5.4502454,4.510787,151.38954,0
20221113T0200,5.230245,4.5820518,135,0
20221113T0300,5.2002454,4.510787,118.61046,0
20221113T0400,4.900245,4.6800003,112.61986,0
20221113T0500,4.5102453,4.6102495,128.6598,0
20221113T0600,4.4902453,4.3349743,131.63353,0
20221113T0700,4.6402454,4.39436,124.99202,0
20221113T0800,4.3302455,3.7064266,119.054596,0
20221113T0900,4.2902455,3.8268526,131.18591,0.52
20221113T1000,5.2802453,3.6,126.869896,6.93
20221113T1100,6.0502453,3.219938,116.56505,18.92
20221113T1200,6.4502454,3.4152596,108.434944,30.02
20221113T1300,6.900245,4.8965297,126.027374,36.86
20221113T1400,7.1602454,6.1094027,135,38.49
20221113T1500,7.420245,4.1046314,142.12502,33.34
20221113T1600,7.3502455,4.1046314,142.12502,25.49
20221113T1700,7.150245,4.829907,153.43495,12.99
20221113T1800,7.3702455,6.489992,160.55997,3.34
20221113T1900,6.0802455,4.829907,153.43495,0
20221113T2000,5.190245,3.319036,139.3987,0
20221113T2100,4.7602453,4.5820518,135,0
20221113T2200,4.5902452,5.6233797,129.80557,0
20221113T2300,4.6402454,5.315336,151.69923,0
20221114T0000,4.4802456,5.904439,142.4314,0
20221114T0100,4.2002454,6.1305785,139.76364,0
20221114T0200,4.1602454,5.692099,124.69515,0
20221114T0300,4.2602453,6.297428,120.963745,0
20221114T0400,4.2902455,5.8603754,132.51044,0
20221114T0500,4.610245,7.8954163,136.84761,0
20221114T0600,4.6002455,8.942214,139.8991,0
20221114T0700,5.2402453,8.669949,138.36646,0
20221114T0800,6.170245,8.942214,139.8991,0
20221114T0900,7.0102453,9.387651,147.52881,0.35
20221114T1000,7.8102455,9.793059,143.97263,3.15
20221114T1100,8.790245,9.726664,141.009,9
20221114T1200,9.870245,10.799999,143.1301,24.05
20221114T1300,10.600245,12.661564,165.17352,19.41
20221114T1400,11.500245,15.546833,185.31454,24.09
20221114T1500,12.260245,15.175612,202.30621,17.04
20221114T1600,12.860246,13.570615,201.8014,15.44
20221114T1700,12.870245,12.661564,194.82648,9.68
20221114T1800,12.320246,10.105681,175.91438,2.29
20221114T1900,11.550245,8.699793,155.55605,0
20221114T2000,10.610246,7.9036193,149.93141,0
20221114T2100,9.420245,7.24486,153.43495,0
20221114T2200,8.350245,6.439876,153.43495,0
20221114T2300,7.9502454,6.489992,146.30994,0
20221115T0000,8.040245,7.4128532,150.94539,0
20221115T0100,8.000245,7.8954163,155.77225,0
20221115T0200,7.900245,9.021574,151.38954,0
20221115T0300,8.640245,9,143.1301,0
20221115T0400,9.100245,7.289445,147.09476,0
20221115T0500,9.520246,6.6185193,157.61987,0
20221115T0600,9.550245,6.830519,161.56505,0
20221115T0700,9.620245,5.8603754,169.38034,0
20221115T0800,9.480246,6.0347,162.64597,0
20221115T0900,9.230246,7.289445,147.09476,0.22
20221115T1000,9.540245,8.435069,140.19443,3.12
20221115T1100,9.930245,7.8954163,133.15239,9.74
20221115T1200,10.260245,9,143.1301,7.79
20221115T1300,10.960245,9.673221,135,12.08
20221115T1400,11.880245,9.1641035,135,14.21
20221115T1500,12.230246,9.085988,146.30994,15.87
20221115T1600,12.230246,8.587338,146.97614,13.7
20221115T1700,11.790245,7.8954163,136.84761,5.66
20221115T1800,11.570246,7.7043357,142.59465,1.48
20221115T1900,10.860246,6.297428,149.03624,0
20221115T2000,10.430245,5.6233797,140.19443,0
20221115T2100,9.940246,5.1919937,146.30994,0
20221115T2200,9.800245,6.12,151.9275,0
20221115T2300,9.570246,7.9932966,144.16235,0
20221116T0000,9.980246,5.7599998,180,0
20221116T0100,9.970245,6.792466,147.99461,0
20221116T0200,9.920245,7.9932966,144.16235,0
20221116T0300,10.140245,9,163.73979,0
20221116T0400,10.640245,9.826088,171.57303,0
20221116T0500,10.530245,9.779817,186.3402,0
20221116T0600,9.860246,8.557102,202.24902,0
20221116T0700,9.160245,6.9899354,191.88866,0
20221116T0800,9.150246,6.9899354,191.88866,0
20221116T0900,9.170245,6.130579,176.63354,0.38
20221116T1000,9.630245,4.379589,189.46233,6.42
20221116T1100,11.090245,6.162207,186.70984,15.86
20221116T1200,12.380245,7.24486,206.56505,25.06
20221116T1300,13.100245,8.404285,226.73572,35.37
20221116T1400,13.620245,10.739832,230.44034,34.51
20221116T1500,13.940246,10.703569,227.72632,22.91
20221116T1600,14.020246,9.085988,213.69006,21.56
20221116T1700,12.900246,6.519877,186.3402,11.01
20221116T1800,12.520246,6.28713,166.75948,2.28
20221116T1900,10.220245,6.12,151.9275,0
20221116T2000,9.190246,7.386582,133.02505,0
20221116T2100,7.8002453,6.8777895,137.1211,0
20221116T2200,7.2402453,6.4096174,128.15723,0
20221116T2300,7.9102454,5.8603754,132.51044,0
20221117T0000,8.660245,9.504273,155.37643,0
20221117T0100,8.8102455,10.495713,157.83365,0
20221117T0200,9.330245,11.298495,157.52057,0
20221117T0300,9.900246,11.770403,156.5713,0
20221117T0400,10.5602455,11.91812,154.98311,0
20221117T0500,10.700245,11.298495,149.34933,0
20221117T0600,11.900246,9.779817,173.6598,0
20221117T0700,12.550245,15.459054,207.75854,0
20221117T0800,12.520246,17.935081,218.4802,0
20221117T0900,11.850245,19.85556,225,0.17
20221117T1000,12.270246,19.914215,229.39871,6.02
20221117T1100,12.680245,20.65848,228.5323,14.18
20221117T1200,13.290245,14.512064,240.25513,18.92
20221117T1300,13.910245,14.007655,244.09349,23.34
20221117T1400,14.240245,17.595861,239.23729,26.24
20221117T1500,14.390245,16.704155,232.88315,27.72
20221117T1600,14.090245,17.581125,227.48956,20.24
20221117T1700,13.850245,15.7908325,223.15239,11
20221117T1800,12.460245,13.276144,220.6013,2
20221117T1900,11.900246,9.178235,228.17984,0
20221117T2000,11.300245,9.904906,250.90651,0
20221117T2100,11.010245,6.12,270,0
20221117T2200,10.670245,1.609969,153.43495,0
20221117T2300,10.600245,2.9024127,150.25511,0
20221118T0000,10.080245,9.422101,226.54816,0
20221118T0100,9.770246,9.178235,205.55997,0
20221118T0200,9.5602455,11.792404,211.26373,0
20221118T0300,9.510245,11.988594,228.65222,0
20221118T0400,9.520246,11.4862,237.80426,0
20221118T0500,9.380245,12.43434,247.89056,0
20221118T0600,8.960245,13.1041975,249.0755,0
20221118T0700,8.800245,12.72283,244.88516,0
20221118T0800,8.490246,12.879752,243.43495,0
20221118T0900,8.460245,14.007655,244.09349,0.13
20221118T1000,8.680245,14.33234,244.72229,2.94
20221118T1100,9.080245,13.849477,242.10274,8.49
20221118T1200,9.320246,14.20062,239.53445,10.84
20221118T1300,9.670245,15.646544,246.97452,13.11
20221118T1400,9.970245,14.799459,251.56506,19.67
20221118T1500,9.950245,12.758432,253.61046,23.95
20221118T1600,9.930245,12.181625,251.0296,14.76
20221118T1700,9.480246,9.693296,248.1986,6.79
20221118T1800,8.390245,6.9247384,242.10274,2.03
20221118T1900,7.8402452,6.3690495,222.7094,0
20221118T2000,7.690245,6.6087217,209.35776,0
20221118T2100,8.050245,5.815978,201.8014,0
20221118T2200,7.6202455,6.0347,197.35403,0
20221118T2300,7.610245,6.5693827,189.46233,0
20221119T0000,7.0902452,6.6185193,202.38013,0
20221119T0100,7.1002455,5.00128,210.25644,0
20221119T0200,6.5602455,5.991594,212.73523,0
20221119T0300,6.520245,5.00128,210.25644,0
20221119T0400,6.880245,4.829907,206.56505,0
20221119T0500,6.8102455,5.2416787,195.9454,0
20221119T0600,6.630245,5.2416787,195.9454,0
20221119T0700,6.210245,5.2416787,195.9454,0
20221119T0800,6.270245,5.1544156,192.09476,0
20221119T0900,6.4102454,5.2416787,195.9454,0.14
20221119T1000,7.290245,6.9527545,201.2505,4.66
20221119T1100,7.880245,6.696387,216.25385,13.32
20221119T1200,8.440246,9.826088,241.55707,20.93
20221119T1300,9.160245,9.360001,247.38014,28.24
20221119T1400,9.550245,6.9247384,242.10274,27.57
20221119T1500,9.790245,7.342588,258.69006,20.42
20221119T1600,9.670245,7.2805495,278.53076,13.82
20221119T1700,9.270246,6.28713,283.2405,5.19
20221119T1800,8.380245,5.8048253,277.125,1.27
20221119T1900,8.190246,4.73506,261.25385,0
20221119T2000,7.750245,5.4119864,266.1859,0
20221119T2100,7.7602453,4.452954,255.96376,0
20221119T2200,7.420245,3.8268526,228.81409,0
20221119T2300,6.9502454,4.198285,210.96376,0
20221120T0000,6.150245,6.3690495,227.29062,0
20221120T0100,5.610245,7.386582,226.97495,0
20221120T0200,5.3402452,7.2,233.1301,0
20221120T0300,5.3902454,7.2,233.1301,0
20221120T0400,6.0302453,5.3517847,222.27368,0
20221120T0500,6.3702455,6.4096174,218.15723,0
20221120T0600,6.460245,7.42159,219.09386,0
20221120T0700,6.3502455,7.42159,219.09386,0
20221120T0800,6.440245,7.7043357,217.40535,0
20221120T0900,6.630245,8.78872,214.99202,0.08
20221120T1000,6.7402453,10.948973,223.66779,3.38
20221120T1100,7.1002455,15.807239,239.93141,11.73
20221120T1200,7.690245,14.24163,249.27444,12.76
20221120T1300,8.470245,13.53236,241.38954,19.43
20221120T1400,8.660245,14.57889,237.09476,25.13
20221120T1500,8.970245,13.202726,244.13365,20.43
20221120T1600,8.830245,9.931042,223.5312,16.89
20221120T1700,8.270246,9.504272,217.30396,8.72
20221120T1800,7.250245,9.686609,221.98721,1.79
20221120T1900,7.2602453,10.233123,219.28941,0
20221120T2000,7.1202455,9.957108,220.60129,0
20221120T2100,6.6602454,13.746156,225,0
20221120T2200,5.790245,15.546833,222.18445,0
20221120T2300,5.920245,17.377226,230.04245,0
20221121T0000,6.3202453,17.148247,230.9645,0
20221121T0100,6.4102454,16.055355,222.2737,0
20221121T0200,6.880245,15.273505,225,0
20221121T0300,6.900245,16.075521,235.95407,0
20221121T0400,6.9502454,16.981165,237.99463,0
20221121T0500,6.960245,16.179987,237.72437,0
20221121T0600,7.0502453,15.94601,241.69925,0
20221121T0700,6.900245,16.746773,244.53665,0
20221121T0800,6.7802453,13.392774,233.74615,0
20221121T0900,6.9502454,11.457958,223.72697,0.07
20221121T1000,7.2202454,12.031756,218.92755,2.23
20221121T1100,7.8102455,12.88981,215.90973,11.59
20221121T1200,8.950245,12.229406,222.61406,23.38
20221121T1300,9.540245,9.1641035,225,26.69
20221121T1400,9.600245,8.654986,196.92752,23.8
20221121T1500,9.670245,8.557102,157.75098,25.17
20221121T1600,9.460245,9,126.869896,19.74
20221121T1700,8.520246,9.885262,100.49147,9.53
20221121T1800,6.8702455,6.193674,125.537674,1.44
20221121T1900,7.290245,4.6938252,184.39871,0
20221121T2000,7.7002454,7.754637,158.1986,0
20221121T2100,7.1602454,10.182337,135,0
20221121T2200,7.3402452,9.504272,142.69604,0
20221121T2300,7.5702453,9.983106,154.359,0
20221122T0000,7.0902452,8.891344,158.62938,0
20221122T0100,7.480245,9.605998,167.00539,0
20221122T0200,8.110246,10.948973,207.40758,0
20221122T0300,7.880245,9.957108,229.39871,0
20221122T0400,7.6402454,8.4963045,233.61565,0
20221122T0500,7.380245,6.696387,233.74615,0
20221122T0600,6.9902453,6.4096174,231.84277,0
20221122T0700,6.7002454,8.209263,217.87498,0
20221122T0800,6.540245,7.4128532,209.05461,0
20221122T0900,6.4302454,7.7879906,213.69006,0.06
20221122T1000,6.5102453,8.587338,213.02386,3.34
20221122T1100,6.8702455,11.212135,222.39745,11.89
20221122T1200,7.7402453,16.563911,227.64255,15.59
20221122T1300,8.210245,16.870138,219.80557,20.03
20221122T1400,8.780245,15.349684,219.28941,21.57
20221122T1500,8.910245,19.453327,231.009,15
20221122T1600,8.720245,14.904173,232.85332,8.31
20221122T1700,8.350245,14.57889,237.09476,3.4
20221122T1800,8.050245,13.18308,235.00798,0.52
20221122T1900,7.650245,11.480557,228.81409,0
20221122T2000,7.480245,10.44,223.60281,0
20221122T2100,7.130245,9.504272,217.30396,0
20221122T2200,6.9702454,8.39657,210.96376,0
20221122T2300,6.670245,7.729527,207.75854,0
20221123T0000,6.1202455,7.729527,207.75854,0
20221123T0100,6.2002454,7.5685663,182.72632,0
20221123T0200,6.020245,6.489992,176.82018,0
20221123T0300,5.790245,6.87779,186.009,0
20221123T0400,4.7402453,6.489992,176.82018,0
20221123T0500,3.9602456,5.937272,165.96376,0
20221123T0600,2.9102454,5.3517847,160.34618,0
20221123T0700,2.1102452,6.12,151.9275,0
20221123T0800,1.8802454,6.193674,144.46231,0
20221123T0900,1.7802454,6.638072,139.3987,0.06
20221123T1000,3.0802455,7.386582,136.97493,5.73
20221123T1100,5.360245,7.10031,149.53445,16
20221123T1200,7.730245,7.9932966,144.16235,26.03
20221123T1300,8.960245,12.55879,152.70042,32.58
20221123T1400,9.860246,13.237039,157.61987,34.04
20221123T1500,10.220245,13.0447235,152.02052,30.34
20221123T1600,10.140245,11.113451,155.09523,19.9
20221123T1700,9.690246,10.390226,165.96376,5.55
20221123T1800,8.100245,11.183201,183.69139,0.32
20221123T1900,8.210245,13.70839,209.93152,0
20221123T2000,8.800245,17.974781,237.26477,0
20221123T2100,8.700245,17.399586,245.55606,0
20221123T2200,8.300245,14.57889,237.09476,0
20221123T2300,8.320246,12.738099,227.29062,0
20221124T0000,8.510245,11.090103,215.75389,0
20221124T0100,8.180245,10.799999,216.8699,0
20221124T0200,8.260245,11.480557,221.18593,0
20221124T0300,8.250245,12.229406,222.61406,0
20221124T0400,8.020246,11.988594,221.34778,0
20221124T0500,8.020246,11.885453,215.13419,0
20221124T0600,8.030246,11.609651,209.74489,0
20221124T0700,8.350245,11.753877,207.34988,0
20221124T0800,8.730246,11.592895,205.76933,0
20221124T0900,8.760245,10.464797,206.56505,0.03
20221124T1000,8.870245,12.181624,214.1597,3.88
20221124T1100,9.180245,12.768586,229.57393,9.33
20221124T1200,9.550245,14.77755,235.9228,14.34
20221124T1300,10.050245,13.896187,233.42697,18.14
20221124T1400,10.730246,13.104198,232.8153,20.45
20221124T1500,11.140245,12.682018,235.40771,23.72
20221124T1600,11.020246,7.4128532,209.05461,16.15
20221124T1700,10.160245,5.3999996,180,7.78
20221124T1800,7.3902454,5.95906,154.98311,1.8
20221124T1900,5.0902452,5.6920996,161.56505,0
20221124T2000,4.0202456,5.991594,147.26477,0
20221124T2100,4.2502456,6.193674,144.46231,0
20221124T2200,3.8402452,5.495161,148.3925,0
20221124T2300,3.5702453,5.495161,148.3925,0
20221125T0000,3.9302454,4.6938257,147.52881,0
20221125T0100,4.3202453,5.991594,147.26477,0
20221125T0200,4.5902452,5.8048253,150.25511,0
20221125T0300,4.6602454,5.991594,147.26477,0
20221125T0400,4.690245,6.193674,144.46231,0
20221125T0500,4.610245,6.6087217,150.64224,0
20221125T0600,4.6402454,6.9247384,152.10272,0
20221125T0700,4.710245,7.10031,149.53445,0
20221125T0800,4.730245,7.24486,153.43495,0
20221125T0900,4.3502455,7.289444,159.77515,0.02
20221125T1000,5.360245,7.69592,169.2157,4.05
20221125T1100,6.6402454,7.5685663,177.27368,10.04
20221125T1200,7.9302454,6.489992,176.82018,13.49
20221125T1300,9.050245,8.089993,200.85446,20.64
20221125T1400,10.030245,8.913181,226.63658,18.77
20221125T1500,10.460245,9.107359,251.56506,17.38
20221125T1600,10.500245,6.849467,266.9872,18.78
20221125T1700,9.420245,4.510787,241.38954,8.49
20221125T1800,8.030246,5.495161,211.6075,1.55
20221125T1900,7.3902454,6.989936,214.50853,0
20221125T2000,6.480245,6.9153743,218.65982,0
20221125T2100,6.770245,7.127636,225,0
20221125T2200,6.4302454,6.4096174,218.15723,0
20221125T2300,6.420245,4.5536795,198.43495,0
20221126T0000,6.000245,4.5536795,198.43495,0
20221126T0100,6.0702453,4.896529,197.10272,0
20221126T0200,5.670245,5.1544156,192.09476,0
20221126T0300,5.290245,4.5536795,198.43495,0
20221126T0400,4.8202453,5.00128,210.25644,0
20221126T0500,4.9902453,4.0249224,206.56505,0
20221126T0600,4.3402452,2.8799999,180,0
20221126T0700,3.3302455,3.4152596,161.56505,0
20221126T0800,3.5902452,2.16,180,0
20221126T0900,3.9202452,1.1384199,198.43495,0.01
20221126T1000,4.2002454,2.4149535,153.43495,2.63
20221126T1100,4.9502454,3.6,126.869896,9.23
20221126T1200,6.110245,5.1919937,123.69006,14.48
20221126T1300,7.0802455,5.495161,121.6075,24.99
20221126T1400,7.880245,4.510787,118.61046,26.31
20221126T1500,8.570246,4.0249224,116.56505,21.25
20221126T1600,8.520246,3.5455887,113.96249,18.14
20221126T1700,8.090245,4.0249224,116.56505,8.71
20221126T1800,8.080246,3.8939953,123.69006,1.46
20221126T1900,7.380245,3.8773184,111.80141,0
20221126T2000,5.1802454,3.2599385,96.34019,0
20221126T2100,3.3402452,2.8799999,89.99999,0
20221126T2200,3.1902456,4.5536795,108.434944,0
20221126T2300,3.0202456,3.396233,122.00538,0
20221127T0000,3.2402453,5.00128,120.25643,0
20221127T0100,2.8302455,3.8268526,131.18591,0
20221127T0200,2.4902453,5.8603754,132.51044,0
20221127T0300,2.4502454,5.3999996,143.1301,0
20221127T0400,2.1202455,5.904439,142.4314,0
20221127T0500,1.6302454,4.6938257,147.52881,0
20221127T0600,1.9402454,4.198285,149.03624,0
20221127T0700,1.8802454,5.0142193,158.9625,0
20221127T0800,1.9102454,5.95906,154.98311,0
20221127T0900,2.0702453,6.489992,146.30994,0
20221127T1000,2.5602455,6.989936,145.49147,3.37
20221127T1100,3.3902454,6.989936,145.49147,11.06
20221127T1200,4.6802454,8.217153,151.18921,17.55
20221127T1300,5.7402453,8.699793,155.55605,25.9
20221127T1400,6.7802453,8.089993,159.14554,30.06
20221127T1500,7.4502454,8.373386,154.53665,28.38
20221127T1600,7.4902453,8.0899935,147.72435,20.13
20221127T1700,7.170245,5.8048253,150.25511,9.22
20221127T1800,5.4102454,5.991594,147.26477,1.24
20221127T1900,5.770245,6.9153743,141.34018,0
20221127T2000,5.4502454,6.989936,145.49147,0
20221127T2100,5.2402453,6.792466,147.99461,0
20221127T2200,5.040245,6.6087217,150.64224,0
20221127T2300,5.2202454,6.489992,146.30994,0
20221128T0000,4.9702454,6.439876,153.43495,0
20221128T0100,4.8302455,7.5170207,163.30075,0
20221128T0200,4.8202453,7.289445,147.09476,0
20221128T0300,4.770245,6.6087217,150.64224,0
20221128T0400,4.6602454,6.439876,153.43495,0
20221128T0500,4.8702455,6.28713,166.75948,0
20221128T0600,4.8902454,5.95906,154.98311,0
20221128T0700,4.7802453,6.489992,146.30994,0
20221128T0800,4.5802455,5.692099,145.30484,0
20221128T0900,4.360245,4.6938257,147.52881,0
20221128T1000,4.9302454,5.00128,149.74356,1.8
20221128T1100,6.020245,5.991594,147.26477,5.14
20221128T1200,6.9302454,6.696387,143.74615,9.55
20221128T1300,7.8302455,5.904439,142.4314,14.48
20221128T1400,8.480246,5.8048253,150.25511,16.94
20221128T1500,8.870245,5.692099,145.30484,12.79
20221128T1600,8.850245,7.2,143.1301,7.21
20221128T1700,8.770246,7.5685663,154.65382,3.76
20221128T1800,8.480246,7.771331,166.6075,0.35
20221128T1900,8.5602455,7.928178,182.60257,0
20221128T2000,8.610246,8.089993,200.85446,0
20221128T2100,8.520246,8.942214,220.1009,0
20221128T2200,8.380245,9.220499,231.3402,0
20221128T2300,8.240246,8.891343,238.24052,0
20221129T0000,7.860245,8.891343,238.24052,0
20221129T0100,7.7002454,7.6367526,225,0
20221129T0200,7.5702453,6.1305785,220.23636,0
20221129T0300,7.0502453,4.6102495,218.65982,0
20221129T0400,7.0102453,3.8773184,201.8014,0
20221129T0500,6.6002455,4.6800003,202.61987,0
20221129T0600,6.670245,4.510787,208.61046,0
20221129T0700,6.770245,3.7064266,209.05461,0
20221129T0800,6.4502454,2.5959969,213.69006,0
20221129T0900,6.520245,2.2768397,251.56506,0
20221129T1000,6.8402452,1.609969,243.43495,1.73
20221129T1100,7.5602455,1.8,306.8699,7.99
20221129T1200,8.480246,5.04,360,15.43
20221129T1300,8.990245,5.0911684,351.8699,20.56
20221129T1400,9.070246,5.4477882,352.40536,8.39
20221129T1500,9.180245,6.8399997,360,14.48
20221129T1600,8.920245,6.130579,3.3664398,11.62
20221129T1700,8.470245,5.1544156,347.90524,5.61
20221129T1800,7.8002453,5.0142193,338.9625,0.62
20221129T1900,7.5702453,4.510787,331.38956,0
20221129T2000,7.520245,4.1046314,322.12503,0
20221129T2100,7.5902452,3.8939953,326.30994,0
20221129T2200,7.500245,4.0249224,333.43497,0
20221129T2300,7.4902453,4.5536795,341.56506,0
20221130T0000,7.460245,5.4477882,7.594635,0
20221130T0100,7.230245,4.802999,12.994629,0
20221130T0200,7.0802455,4.68,360,0
20221130T0300,6.9102454,5.4119864,356.18594,0
20221130T0400,6.7202454,5.4477882,352.40536,0
20221130T0500,6.6402454,5.4477882,352.40536,0
20221130T0600,6.6802454,5.771239,356.42368,0
20221130T0700,6.6002455,5.771239,3.5763245,0
20221130T0800,6.520245,5.8603754,10.619659,0
20221130T0900,6.690245,6.725354,15.524109,0
20221130T1000,6.8402452,6.9527545,21.250488,1.56
20221130T1100,6.9702454,8.39657,30.963745,4.41
20221130T1200,7.4502454,6.6087217,29.357742,9.91
20221130T1300,7.5602455,7.145796,40.914368,16.55
20221130T1400,7.650245,7.2,36.86989,9.65
20221130T1500,7.730245,6.9247384,27.897263,11.78
20221130T1600,7.6202455,7.289445,32.905228,13.63
20221130T1700,7.0902452,5.315336,28.30075,6.63
20221130T1800,6.3502455,6.28713,23.629364,1.07
20221130T1900,5.7202454,6.439876,26.565033,0
20221130T2000,5.6002455,5.815978,21.801407,0
20221130T2100,5.5602455,6.6185193,22.380127,0
20221130T2200,5.000245,5.815978,21.801407,0
20221130T2300,5.1402454,5.815978,21.801407,0
20221201T0000,5.4102454,5.8048253,29.744873,0
20221201T0100,5.2802453,5.8603754,42.510437,0
20221201T0200,5.5102453,4.8433046,41.987198,0
20221201T0300,5.0302453,5.154415,24.775131,0
20221201T0400,5.0502453,6.2145634,10.00798,0
20221201T0500,5.0302453,6.9899354,11.888657,0
20221201T0600,4.5702453,7.8625183,15.945404,0
20221201T0700,4.2702456,7.42159,14.03624,0
20221201T0800,4.2002454,6.725354,15.524109,0
20221201T0900,4.0002456,5.937272,14.03624,0
20221201T1000,4.130245,7.42159,14.03624,2.62
20221201T1100,4.2302456,8.891344,21.370605,10.53
20221201T1200,4.5002456,10.137692,16.504364,15.18
20221201T1300,4.7602453,10.630672,28.30075,14.52
20221201T1400,5.000245,10.514218,38.047028,18.25
20221201T1500,5.0602455,9.957108,40.601288,10.96
20221201T1600,4.900245,9.085988,33.690063,8.28
20221201T1700,4.710245,8.12197,12.804245,3.89
20221201T1800,4.4102454,7.5942073,5.440323,0.63
20221201T1900,4.420245,7.5942073,5.440323,0
20221201T2000,4.3202453,7.2359104,5.7105865,0
20221201T2100,3.8502455,6.4799995,360,0
20221201T2200,4.0702453,6.130579,356.63354,0
20221201T2300,3.8102455,6.489992,356.8202,0
20221202T0000,3.7602453,4.6800003,337.38013,0
20221202T0100,3.8802452,4.3498964,335.55603,0
20221202T0200,3.8602452,4.6800003,337.38013,0
20221202T0300,3.7302456,5.5887027,345.0686,0
20221202T0400,3.6902456,5.8603754,349.38034,0
20221202T0500,3.7002454,5.0911684,351.8699,0
20221202T0600,3.6202455,4.802999,347.00537,0
20221202T0700,3.5002456,3.9763298,354.8056,0
20221202T0800,3.8202453,3.6,360,0
20221202T0900,3.7502456,3.2599385,6.340164,0
20221202T1000,3.8102455,3.0758414,20.556046,2.42
20221202T1100,4.110245,2.5959969,33.690063,5.42
20221202T1200,4.0502453,3.6179552,354.28943,11.74
20221202T1300,4.360245,3.0758414,20.556046,17.41
20221202T1400,4.650245,4.1046314,52.125,14.96
20221202T1500,4.9102454,3.8939953,56.30993,13.3
20221202T1600,4.8902454,3.7064266,60.945396,11.31
20221202T1700,4.670245,3.8939953,56.30993,4.38
20221202T1800,4.2702456,3.8268526,41.18593,0.74
20221202T1900,3.5902452,4.3349743,41.63353,0
