timestamp,Basel Temperature [2 m elevation corrected],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel UV Radiation
20220415T1000,15.440246,6.830519,18.434952,27.16
20220415T1100,17.190245,8.766573,19.179016,42.96
20220415T1200,18.310246,7.8625183,15.945404,60.68
20220415T1300,19.580246,10.028439,21.037506,72.9
20220415T1400,20.250246,11.043261,19.025604,69.4
20220415T1500,20.900246,11.090103,13.134018,62.62
20220415T1600,21.160246,10.661107,11.689362,69.24
20220415T1700,21.190245,10.239453,10.124664,52.04
20220415T1800,20.720245,10.594036,9.782394,36.43
20220415T1900,19.930244,9.3876505,4.398697,21.46
20220415T2000,18.420246,7.928178,2.6025543,8.2
20220415T2100,16.010246,7.2359104,5.7105865,0.26
20220415T2200,14.590245,7.342588,11.309921,0
20220415T2300,13.350245,7.172949,17.525558,0
20220416T0000,12.440246,7.8954163,24.227737,0
20220416T0100,11.970245,7.9036193,30.068573,0
20220416T0200,11.050245,7.10031,30.465546,0
20220416T0300,9.5602455,7.4128532,29.05458,0
20220416T0400,8.830245,7.8954163,24.227737,0
20220416T0500,8.160246,7.10031,30.465546,0
20220416T0600,7.400245,6.8777895,42.87889,0
20220416T0700,6.860245,7.10031,30.465546,0.29
20220416T0800,9.080245,6.9247384,27.897263,8.34
20220416T0900,10.720245,9.19939,30.579224,24.12
20220416T1000,12.520246,11.966954,43.781113,43.75
20220416T1100,13.900246,15.696165,53.392914,61.5
20220416T1200,14.750245,14.512064,46.00508,77
20220416T1300,15.540245,16.08761,49.537766,75.63
20220416T1400,15.960245,16.641972,51.14662,88.25
20220416T1500,16.530245,16.279802,54.904182,83.69
20220416T1600,16.910246,15.683774,58.13401,78.5
20220416T1700,16.810246,15.379206,57.425934,62.91
20220416T1800,16.410246,15.192682,53.673157,43.84
20220416T1900,15.400246,12.496718,48.503525,23.44
20220416T2000,13.660245,10.44,46.397186,8.47
20220416T2100,11.700245,9.686609,48.01277,0.33
20220416T2200,10.620245,9.449572,49.635452,0
20220416T2300,9.840245,9.220499,51.34018,0
20220417T0000,8.890245,9.178235,48.179825,0
20220417T0100,8.600245,9.585739,55.71312,0
20220417T0200,7.730245,10.315115,60.751175,0
20220417T0300,6.4102454,9.021574,61.38954,0
20220417T0400,5.1602454,7.2,53.130096,0
20220417T0500,4.2502456,6.8777895,42.87889,0
20220417T0600,3.7102456,7.145796,40.914368,0
20220417T0700,3.4102454,6.3690495,47.29059,0.39
20220417T0800,5.7802453,8.209263,52.125,8.75
20220417T0900,7.8102455,10.739832,50.440323,24.85
20220417T1000,9.600245,12.387348,54.46232,44.32
20220417T1100,11.510245,13.397612,59.300278,62.99
20220417T1200,13.410245,11.457958,43.726974,78.13
20220417T1300,15.160245,12.475961,43.830856,87.91
20220417T1400,16.570246,13.246826,47.20259,91.31
20220417T1500,17.550245,13.608762,52.52382,87.92
20220417T1600,18.160246,14.186923,54.293304,77.29
20220417T1700,18.370245,14.689588,53.97262,63.13
20220417T1800,17.870245,13.392774,53.746155,44.24
20220417T1900,16.650246,9.726664,51.009003,24.8
20220417T2000,14.480246,7.491114,54.782394,8.77
20220417T2100,11.5602455,7.4128532,60.945396,0.4
20220417T2200,9.670245,7.4128532,60.945396,0
20220417T2300,8.430245,8.049845,63.43495,0
20220418T0000,7.5102453,8.311245,72.34988,0
20220418T0100,6.2602453,7.072878,75.25644,0
20220418T0200,5.4302454,6.28713,76.75948,0
20220418T0300,4.3502455,6.151683,69.443954,0
20220418T0400,3.7802453,5.8048253,60.25511,0
20220418T0500,2.8102455,6.28713,66.37062,0
20220418T0600,2.1002455,5.1544156,77.905235,0
20220418T0700,1.6902454,3.6,89.99999,0.48
20220418T0800,4.9302454,4.39436,124.99202,9.12
20220418T0900,7.9302454,2.9024127,119.74488,25.48
20220418T1000,10.080245,2.968636,104.03624,44.98
20220418T1100,11.8102455,3.7585104,73.30075,63.66
20220418T1200,13.430245,4.510787,61.38954,78.71
20220418T1300,14.960245,6.1305785,49.76364,88.48
20220418T1400,16.300245,6.618519,44.999985,91.98
20220418T1500,17.400246,6.297428,30.963745,88.46
20220418T1600,18.080246,6.151683,20.556046,78.55
20220418T1700,18.490246,6.28713,13.240509,63.38
20220418T1800,18.480246,6.924738,8.972626,44.7
20220418T1900,17.550245,5.4119864,356.18594,25.22
20220418T2000,14.340245,6.924738,351.02737,9.04
20220418T2100,11.090245,9.3876505,4.398697,0.47
20220418T2200,10.920245,9.346143,15.642242,0
20220418T2300,10.190246,7.754637,21.801407,0
20220419T0000,8.650246,3.9763298,84.805565,0
20220419T0100,6.3702455,3.4152596,108.434944,0
20220419T0200,4.6202455,3.4152596,108.434944,0
20220419T0300,3.6802454,4.1046314,105.25512,0
20220419T0400,3.0902452,3.671294,101.30993,0
20220419T0500,2.4402454,2.968636,104.03624,0
20220419T0600,2.0302453,2.2768397,108.434944,0
20220419T0700,2.2102454,2.5959969,123.69006,0.58
20220419T0800,5.5802455,4.6800003,112.61986,9.46
20220419T0900,9.240245,2.8799999,89.99999,25.88
20220419T1000,11.750245,3.6,53.130096,45.17
20220419T1100,13.930245,4.6938257,32.47119,63.42
20220419T1200,15.960245,4.510787,28.610443,78.01
20220419T1300,17.310246,4.32,360,88.17
20220419T1400,18.110245,5.5887027,345.0686,90.24
20220419T1500,18.760244,6.638072,347.4712,88.25
20220419T1600,18.900246,8.4042845,350.13422,78.02
20220419T1700,18.950245,9.779817,353.65985,59.02
20220419T1800,18.150246,10.495713,5.906128,40.72
20220419T1900,17.030245,8.311245,4.9697266,22.72
20220419T2000,14.960245,6.8399997,360,8.29
20220419T2100,12.390245,6.87779,6.0090027,0.47
20220419T2200,11.160245,8.12197,12.804245,0
20220419T2300,10.120245,8.891344,21.370605,0
20220420T0000,9.020246,10.041354,14.534454,0
20220420T0100,8.300245,7.386582,46.97493,0
20220420T0200,7.860245,6.297428,59.036255,0
20220420T0300,7.750245,6.830519,71.56504,0
20220420T0400,6.5602455,5.4833565,66.8014,0
20220420T0500,5.7202454,5.00128,59.74356,0
20220420T0600,5.230245,5.634891,63.43495,0
20220420T0700,5.110245,4.198285,59.036232,0.68
20220420T0800,7.1602454,6.489992,56.30993,9.65
20220420T0900,9.580245,6.8777895,47.121094,25.37
20220420T1000,11.630245,7.8954163,43.15239,45.96
20220420T1100,13.360246,9.422101,46.54814,64.7
20220420T1200,14.950245,12.24,28.07248,79.56
20220420T1300,16.130245,13.551501,39.610672,89.72
20220420T1400,17.010244,11.966954,43.781113,92.58
20220420T1500,17.700245,12.496718,41.49646,89.13
20220420T1600,18.060246,12.313894,37.87497,79.6
20220420T1700,18.140245,10.383987,33.690063,64.05
20220420T1800,17.620245,13.854155,24.56717,45.61
20220420T1900,16.390245,9.346143,15.642242,25.76
20220420T2000,14.250245,6.130579,3.3664398,9.49
20220420T2100,11.680245,7.072878,14.743561,0.6
20220420T2200,9.870245,7.5942082,31.42955,0
20220420T2300,8.900246,7.42159,50.906143,0
20220421T0000,8.200246,6.489992,56.30993,0
20220421T0100,6.8902454,6.12,61.927513,0
20220421T0200,5.8002453,6.297428,59.036255,0
20220421T0300,4.8202453,6.297428,59.036255,0
20220421T0400,4.0202456,5.634891,63.43495,0
20220421T0500,3.2202454,5.0142193,68.96249,0
20220421T0600,2.3902454,5.315336,61.699234,0
20220421T0700,2.4402454,3.8773184,68.19859,0.81
20220421T0800,5.7602453,4.452954,75.96376,10.23
20220421T0900,8.480246,4.0249224,63.43495,26.49
20220421T1000,10.720245,4.8433046,48.01277,45.2
20220421T1100,12.660245,6.8777895,42.87889,59.36
20220421T1200,14.540245,8.707237,29.744873,77.39
20220421T1300,15.960245,10.1887,32.005356,89.8
20220421T1400,17.170246,10.883676,34.2157,94.74
20220421T1500,18.310246,12.387348,35.53766,91.76
20220421T1600,18.910246,11.808878,37.568573,79.82
20220421T1700,19.200245,11.269782,26.565033,66.12
20220421T1800,19.070246,12.661564,14.826477,46.6
20220421T1900,17.880245,11.659777,8.880646,24.11
20220421T2000,15.750245,9.255571,13.495728,9.3
20220421T2100,13.230246,8.427383,19.983109,0.7
20220421T2200,11.610246,9.021574,28.610443,0
20220421T2300,10.370245,8.287822,34.380325,0
20220422T0000,9.470245,7.145796,40.914368,0
20220422T0100,8.590245,7.653705,41.18593,0
20220422T0200,7.860245,7.10031,59.534447,0
20220422T0300,6.8902454,7.386582,46.97493,0
20220422T0400,6.3102455,6.1305785,49.76364,0
20220422T0500,6.520245,5.00128,59.74356,0
20220422T0600,5.6602454,4.829907,63.43495,0
20220422T0700,5.0902452,5.1165614,50.7106,0.94
20220422T0800,7.2002454,5.4833565,23.198593,10.59
20220422T0900,9.370245,6.297428,30.963745,27.2
20220422T1000,10.990245,7.9036193,30.068573,46.47
20220422T1100,12.610246,8.707237,29.744873,65.21
20220422T1200,14.120245,9.686609,41.987198,80.15
20220422T1300,15.830245,9.931042,46.468796,90.4
20220422T1400,17.110245,7.8954163,43.15239,83.76
20220422T1500,17.990246,7.42159,14.03624,76.31
20220422T1600,18.790245,9.47012,8.74614,56.36
20220422T1700,18.500246,10.948973,9.462311,51.6
20220422T1800,17.920246,10.799999,360,33.5
20220422T1900,17.170246,8.049845,349.69516,16.32
20220422T2000,15.870245,6.130579,356.63354,7.41
20220422T2100,13.770246,6.519877,6.340164,0.56
20220422T2200,11.790245,7.5170207,16.69925,0
20220422T2300,10.950245,6.3690495,42.70938,0
20220423T0000,10.080245,4.452954,75.96376,0
20220423T0100,9.0602455,6.2145634,100.00798,0
20220423T0200,8.450246,6.162207,96.70984,0
20220423T0300,8.690246,6.849467,93.01279,0
20220423T0400,9.180245,6.130579,86.63353,0
20220423T0500,9.090245,5.3999996,89.99999,0
20220423T0600,8.910245,4.73506,81.25384,0
20220423T0700,8.980246,2.9024127,97.125015,0.58
20220423T0800,10.090245,0.8049845,153.43495,7.92
20220423T0900,10.760245,0.35999998,360,13.47
20220423T1000,11.510245,1.609969,333.43497,24.7
20220423T1100,12.090245,2.7416782,336.8014,31.7
20220423T1200,12.610246,7.42159,22.833649,36.44
20220423T1300,12.960245,7.9932966,54.16234,38.89
20220423T1400,12.880245,8.404285,43.264297,31.97
20220423T1500,13.500245,7.928177,39.472458,46.5
20220423T1600,13.610246,7.628263,19.29004,38.6
20220423T1700,14.360246,8.654986,16.927505,38.4
20220423T1800,14.620245,8.373386,25.463333,30.04
20220423T1900,14.3102455,9.504273,24.623566,15.13
20220423T2000,13.430245,10.990322,31.607498,6.59
20220423T2100,12.230246,8.654987,44.999985,0.78
20220423T2200,11.840245,9.449572,40.364532,0
20220423T2300,11.120245,7.7879906,33.690063,0
20220424T0000,10.430245,8.707237,330.25513,0
20220424T0100,11.080245,6.87779,276.009,0
20220424T0200,9.8102455,13.450708,254.47589,0
20220424T0300,9.120245,17.709658,243.43495,0
20220424T0400,9.020246,13.004922,228.36647,0
20220424T0500,8.150246,7.9932966,215.83765,0
20220424T0600,7.8102455,5.5887027,194.93143,0
20220424T0700,7.8302455,5.771239,183.57634,0.24
20220424T0800,8.320246,6.130579,183.36646,4.97
20220424T0900,9.100245,6.9899354,191.88866,5.86
20220424T1000,9.730246,7.968939,198.43495,15.4
20220424T1100,10.220245,9.178235,205.55997,18.34
20220424T1200,10.570246,10.514218,218.04704,22.39
20220424T1300,10.970245,13.392774,233.74615,18.54
20220424T1400,11.250245,17.114204,247.75098,29.66
20220424T1500,11.300245,18.161278,256.23923,27.48
20220424T1600,11.150246,16.171976,253.17859,32.95
20220424T1700,10.970245,17.076298,251.56506,16.46
20220424T1800,10.620245,12.55879,242.70044,14.11
20220424T1900,10.510245,10.195057,222.1376,7.74
20220424T2000,10.280245,9.085988,213.69006,2.16
20220424T2100,10.190246,8.373386,205.46335,0.31
20220424T2200,10.160245,8.0899935,212.27565,0
20220424T2300,10.200245,5.991594,212.73523,0
20220425T0000,10.180245,6.28713,193.24052,0
20220425T0100,9.940246,5.8048253,209.74489,0
20220425T0200,9.950245,5.634891,206.56505,0
20220425T0300,9.870245,5.634891,206.56505,0
20220425T0400,9.950245,5.95906,205.01689,0
20220425T0500,10.450245,5.6920996,198.43495,0
20220425T0600,10.280245,4.452954,194.03624,0
20220425T0700,9.820246,5.506941,191.30994,0.72
20220425T0800,11.040245,6.6185193,202.38013,6.29
20220425T0900,11.730246,6.489992,213.69006,18.9
20220425T1000,12.0602455,7.386582,226.97495,41.23
20220425T1100,12.090245,7.145796,229.08562,45.34
20220425T1200,12.500245,5.0142193,248.9625,52.81
20220425T1300,13.160245,3.6179552,264.28943,60.07
20220425T1400,13.200245,2.0364676,225,33.06
20220425T1500,13.520246,5.5887027,194.93143,39.97
20220425T1600,13.830245,11.885453,215.13419,34.43
20220425T1700,13.870245,12.783802,237.65256,38.05
20220425T1800,13.130245,9,253.7398,35.28
20220425T1900,12.400246,3.8939953,236.30994,22.6
20220425T2000,11.280245,4.6938252,184.39871,6.48
20220425T2100,11.070246,5.771239,176.42366,0.51
20220425T2200,10.990245,4.68,180,0
20220425T2300,10.760245,4.73506,188.74615,0
20220426T0000,9.950245,2.0364676,225,0
20220426T0100,9.650246,2.4149535,243.43495,0
20220426T0200,9.180245,4.1046314,232.12502,0
20220426T0300,8.910245,1.609969,206.56505,0
20220426T0400,9.100245,1.2979984,213.69006,0
20220426T0500,9.230246,2.8116899,230.19443,0
20220426T0600,9.110246,4.8965297,233.97263,0
20220426T0700,9.070246,7.628263,250.70996,0.64
20220426T0800,8.920245,7.42159,255.96376,3.92
20220426T0900,9.120245,3.563818,225,2.33
20220426T1000,10.040245,4.3349743,184.76364,15.94
20220426T1100,11.340245,6.28713,193.24052,35.4
20220426T1200,12.200245,8.12197,257.19574,77.14
20220426T1300,13.000245,9.726665,267.8789,85.35
20220426T1400,13.230246,9.726665,267.8789,82.69
20220426T1500,13.380245,11.874544,284.03625,70.5
20220426T1600,13.430245,10.703569,289.6538,66.22
20220426T1700,13.990245,10.028439,291.0375,50.07
20220426T1800,14.200245,9.387651,302.4712,40.1
20220426T1900,13.760245,7.7043357,322.59467,24.58
20220426T2000,12.130245,5.7599998,360,10.25
20220426T2100,11.130245,5.6002855,44.999985,1.12
20220426T2200,10.910245,3.319036,77.47118,0
20220426T2300,9.620245,1.1384199,18.434952,0
20220427T0000,8.8102455,5.8603754,10.619659,0
20220427T0100,8.520246,7.5599995,360,0
20220427T0200,5.5302453,7.9932976,7.765167,0
20220427T0300,5.650245,7.4128532,29.05458,0
20220427T0400,4.6402454,6.696387,36.25383,0
20220427T0500,4.0602455,6.297428,30.963745,0
20220427T0600,3.7402453,5.991594,32.735214,0
20220427T0700,4.650245,5.904439,37.568573,1.63
20220427T0800,6.4102454,5.3999996,36.86989,11.45
20220427T0900,8.410246,7.42159,50.906143,27.42
20220427T1000,10.430245,9.178235,64.440025,42.09
20220427T1100,11.740245,9.339208,62.447174,50.14
20220427T1200,13.240245,11.304229,52.76516,62.63
20220427T1300,14.280245,11.183201,56.82148,77.08
20220427T1400,15.360246,10.883676,55.784294,72.95
20220427T1500,16.320246,10.799999,53.130096,69.68
20220427T1600,17.210245,10.086427,55.1755,76.6
20220427T1700,17.620245,8.942214,49.89908,59.84
20220427T1800,17.520245,9.726664,38.990982,47.71
20220427T1900,16.730246,9.028754,23.49855,28.58
20220427T2000,14.530245,7.754637,21.801407,11.5
20220427T2100,11.8102455,8.39657,30.963745,1.28
20220427T2200,10.430245,8.669949,41.63353,0
20220427T2300,9.230246,8.435069,50.194427,0
20220428T0000,8.330246,7.653705,48.81407,0
20220428T0100,7.670245,6.151683,69.443954,0
20220428T0200,6.860245,5.2416787,74.054596,0
20220428T0300,6.170245,5.3517847,70.346176,0
20220428T0400,5.650245,5.0142193,68.96249,0
20220428T0500,5.110245,4.6800003,67.380135,0
20220428T0600,4.4402456,4.829907,63.43495,0
20220428T0700,5.270245,3.7064266,60.945396,1.82
20220428T0800,8.110246,3.7585104,73.30075,12.6
20220428T0900,10.550245,4.6102495,51.34018,29.59
20220428T1000,12.780245,7.42159,50.906143,49.12
20220428T1100,14.790245,8.587338,56.976128,67.51
20220428T1200,16.540245,9.422101,43.451828,82.25
20220428T1300,17.960245,10.296251,53.53076,91.68
20220428T1400,19.080246,10.685391,57.380745,94.68
20220428T1500,19.930244,9.885262,56.88865,91.26
20220428T1600,20.570246,9,53.130096,81.44
20220428T1700,20.840246,8.913181,46.636566,66.37
20220428T1800,20.710245,10.233123,39.2894,47.8
20220428T1900,19.870245,7.729527,27.75853,28.32
20220428T2000,17.180244,7.8954163,24.227737,11.58
20220428T2100,13.800245,7.653705,41.18593,1.42
20220428T2200,11.900246,7.9932966,54.16234,0
20220428T2300,10.420245,8.373386,64.53666,0
20220429T0000,9.440246,7.8954163,65.772255,0
20220429T0100,8.550245,6.2145634,79.99202,0
20220429T0200,7.4302454,5.3999996,89.99999,0
20220429T0300,6.670245,4.6938252,94.398705,0
20220429T0400,5.730245,4.0249224,100.30484,0
20220429T0500,4.9502454,4.379589,99.46232,0
20220429T0600,4.2602453,3.8773184,111.80141,0
20220429T0700,5.360245,2.2768397,108.434944,1.99
20220429T0800,8.080246,2.9024127,82.874985,12.91
20220429T0900,10.910245,2.9024127,82.874985,29.68
20220429T1000,13.230246,3.7585104,73.30075,47.18
20220429T1100,15.360246,3.6,53.130096,66.74
20220429T1200,16.680244,5.1919937,33.690063,79.35
20220429T1300,17.820246,5.6920996,18.434952,86.84
20220429T1400,18.450245,5.4477882,7.594635,90.5
20220429T1500,18.970245,4.73506,351.25385,84.19
20220429T1600,19.060246,6.696387,323.74615,73.34
20220429T1700,18.930244,7.7879906,326.30994,53.72
20220429T1800,18.350245,8.587338,326.97614,39.02
20220429T1900,17.760244,6.297428,329.03625,16.31
20220429T2000,17.360245,6.4096174,321.84277,9.36
20220429T2100,14.690246,6.8777895,312.8789,1.19
20220429T2200,13.140245,7.0911775,293.9625,0
20220429T2300,12.760245,6.12,270,0
20220430T0000,12.300245,1.9386592,201.8014,0
20220430T0100,12.090245,4.0249224,243.43495,0
20220430T0200,11.640245,5.6920996,251.56506,0
20220430T0300,10.940246,5.3999996,270,0
20220430T0400,9.920245,2.6208394,285.9454,0
20220430T0500,9.020246,2.5959969,303.69006,0
20220430T0600,9.220245,1.0182338,315,0
20220430T0700,9.070246,0.71999997,360,1.93
20220430T0800,10.370245,2.0991426,300.96378,13.44
20220430T0900,12.280245,4.2136917,340.0169,28.61
20220430T1000,13.610246,5.771239,356.42368,47.12
20220430T1100,14.830245,6.130579,3.3664398,57.21
20220430T1200,15.080245,10.799999,360,73.36
20220430T1300,15.400246,12.620554,356.7295,85.58
20220430T1400,15.320246,12.074766,10.30484,82.25
20220430T1500,15.500245,12.682018,6.519806,83.33
20220430T1600,15.330245,11.570515,354.6442,58.9
20220430T1700,14.770246,10.446206,358.0251,61.32
20220430T1800,13.710245,9.422101,6.5819397,41.02
20220430T1900,12.830245,9.9571085,12.528793,20.44
20220430T2000,12.270246,7.92,360,8.22
20220430T2100,11.250245,5.3999996,360,1.27
20220430T2200,10.240245,6.12,360,0
20220430T2300,9.510245,5.8048253,7.125,0
20220501T0000,8.290245,6.162207,6.7098236,0
20220501T0100,7.610245,7.4128532,29.05458,0
20220501T0200,7.6202455,7.42159,14.03624,0
20220501T0300,7.0602455,7.6367526,351.8699,0
20220501T0400,6.3202453,5.4477882,352.40536,0
20220501T0500,6.0502453,3.96,360,0
20220501T0600,5.7402453,3.8773184,338.1986,0
20220501T0700,6.1202455,3.9763298,354.8056,1.63
20220501T0800,7.3702455,4.6938257,32.47119,10.43
20220501T0900,8.790245,5.3517847,42.27368,22.22
20220501T1000,10.000245,5.00128,30.256424,40
20220501T1100,11.190246,4.5536795,18.434952,43.5
20220501T1200,12.380245,5.0142193,21.037506,52.29
20220501T1300,13.580245,4.8433046,41.987198,54.52
20220501T1400,14.730246,5.4833565,23.198593,62.5
20220501T1500,15.550245,7.9932976,7.765167,71.84
20220501T1600,16.190247,8.654986,16.927505,59.25
20220501T1700,16.350246,8.209263,15.255127,44.45
20220501T1800,16.140245,7.8625183,15.945404,35.2
20220501T1900,15.470245,8.049845,10.30484,21.03
20220501T2000,14.040245,7.2359104,5.7105865,11.25
20220501T2100,11.610246,5.506941,11.309921,1.52
20220501T2200,10.220245,5.8048253,7.125,0
20220501T2300,9.400246,6.519877,6.340164,0
20220502T0000,7.6802454,5.8603754,47.489548,0
20220502T0100,7.8302455,5.6233797,50.194427,0
20220502T0200,7.690245,6.638072,49.398697,0
20220502T0300,7.000245,5.5887027,75.06858,0
20220502T0400,5.9502454,4.3349743,85.23635,0
20220502T0500,4.940245,4.68,89.99999,0
20220502T0600,4.4302454,4.73506,81.25384,0
20220502T0700,5.270245,3.5455887,66.037506,2.52
20220502T0800,8.360246,4.5536795,71.56504,13.86
20220502T0900,10.730246,5.3517847,42.27368,30.16
20220502T1000,12.850245,6.1305785,40.236343,50.16
20220502T1100,14.830245,7.145796,40.914368,65.09
20220502T1200,16.520247,7.491114,35.217575,72.47
20220502T1300,17.910246,6.8777895,42.87889,83.21
20220502T1400,18.680244,6.9247384,27.897263,79.13
20220502T1500,19.000246,8.557102,14.620865,65.2
20220502T1600,19.040245,9.826088,8.426956,53.37
20220502T1700,18.940245,9.9571085,12.528793,55.4
20220502T1800,18.650246,9.9571085,12.528793,35.32
20220502T1900,17.880245,7.928178,2.6025543,19.19
20220502T2000,16.460245,7.2359104,354.28943,10.06
20220502T2100,13.830245,6.849467,3.0127716,1.42
20220502T2200,12.300245,7.2359104,5.7105865,0
20220502T2300,11.780245,8.759178,9.462311,0
20220503T0000,10.900246,6.3690495,42.70938,0
20220503T0100,9.990245,7.145796,49.085617,0
20220503T0200,9.590245,6.696387,53.746155,0
20220503T0300,9.510245,5.3517847,70.346176,0
20220503T0400,8.990245,2.2768397,108.434944,0
20220503T0500,7.9902453,2.3051248,141.34018,0
20220503T0600,7.5702453,2.3051248,141.34018,0
20220503T0700,7.790245,2.8116899,140.19443,2.52
20220503T0800,10.320246,2.5959969,123.69006,13
20220503T0900,12.5602455,1.4399999,89.99999,26.93
20220503T1000,14.930245,1.609969,63.43495,45.43
20220503T1100,16.710245,2.5959969,56.30993,66.21
20220503T1200,18.550245,3.096837,35.53766,71.53
20220503T1300,19.710245,4.379589,9.462311,73.9
20220503T1400,20.110245,5.0528407,4.085617,59.89
20220503T1500,20.240246,4.73506,8.74614,64.73
20220503T1600,19.280245,4.0249224,10.30484,58.26
20220503T1700,18.770245,1.609969,26.565033,47.03
20220503T1800,18.500246,1.5273507,315,35.6
20220503T1900,17.890245,2.1897945,9.462311,19.17
20220503T2000,16.390245,6.725354,15.524109,8.54
20220503T2100,15.160245,6.439876,26.565033,1.68
20220503T2200,14.280245,5.1165614,39.2894,0
20220503T2300,13.100245,3.319036,40.601288,0
20220504T0000,11.230246,3.8268526,138.81407,0
20220504T0100,10.880245,3.5455887,113.96249,0
20220504T0200,9.780245,4.3498964,114.44395,0
20220504T0300,8.950245,3.7064266,119.054596,0
20220504T0400,8.150246,3.6,126.869896,0
20220504T0500,7.7602453,4.072935,135,0
20220504T0600,7.8302455,4.0249224,153.43495,0
20220504T0700,8.770246,4.1046314,164.74487,2.94
20220504T0800,10.660245,4.896529,162.89728,14.28
20220504T0900,12.820246,3.9763298,174.80557,28.94
20220504T1000,15.240245,5.1544156,192.09476,50.6
20220504T1100,17.320246,5.8603754,190.61966,60.84
20220504T1200,18.190245,5.495161,211.6075,77.95
20220504T1300,19.330246,6.5693827,279.46234,91.61
20220504T1400,19.320246,6.151683,290.55603,93.54
20220504T1500,18.370245,5.0142193,291.0375,64.67
20220504T1600,18.420246,3.8773184,248.1986,55.88
20220504T1700,17.950245,3.2399998,180,50.08
20220504T1800,17.900246,5.0911684,171.8699,39.09
20220504T1900,17.610245,4.452954,194.03624,26.33
20220504T2000,15.570246,3.7064266,299.0546,8.05
20220504T2100,13.700245,5.904439,322.43143,1.57
20220504T2200,13.780245,3.096837,234.46233,0
20220504T2300,13.8102455,3.6,216.8699,0
20220505T0000,11.400246,5.315336,241.69925,0
20220505T0100,11.950245,3.5455887,203.9625,0
20220505T0200,12.180245,3.4152596,198.43495,0
20220505T0300,12.120245,2.7416782,203.1986,0
20220505T0400,12.290245,4.198285,210.96376,0
20220505T0500,12.290245,3.319036,229.39871,0
20220505T0600,12.360246,2.7416782,246.8014,0
20220505T0700,12.150246,1.9386592,291.8014,1.18
20220505T0800,12.150246,2.2768397,288.43497,6.92
20220505T0900,12.280245,2.5959969,303.69006,7.08
20220505T1000,12.630245,4.3349743,311.63354,15.28
20220505T1100,12.830245,6.6087217,330.64227,30.79
20220505T1200,12.890245,8.64,360,29.98
20220505T1300,12.8102455,10.948973,9.462311,26.31
20220505T1400,12.520246,8.28,360,29
20220505T1500,12.420245,8.473393,347.73523,30.42
20220505T1600,12.680245,8.12197,347.19574,28.22
20220505T1700,13.070246,6.725354,344.4759,28.17
20220505T1800,13.020246,5.8603754,349.38034,20.8
20220505T1900,12.710245,3.9763298,354.8056,13.72
20220505T2000,12.440246,3.0758414,339.44397,5.73
20220505T2100,11.150246,1.609969,296.56506,1.43
20220505T2200,11.290245,3.396233,302.00537,0
20220505T2300,11.0602455,5.6002855,315,0
20220506T0000,11.150246,6.792466,327.99463,0
20220506T0100,10.930245,6.28713,336.37064,0
20220506T0200,11.140245,7.2,323.13013,0
20220506T0300,11.070246,5.692099,325.30484,0
20220506T0400,11.0602455,5.991594,327.26477,0
20220506T0500,11.090245,5.634891,333.43497,0
20220506T0600,10.990245,6.489992,340.55997,0
20220506T0700,11.0602455,6.2145634,349.992,1.4
20220506T0800,11.380245,8.311245,4.9697266,4.47
20220506T0900,12.140245,11.013882,11.309921,18.05
20220506T1000,12.990245,12.979984,19.440033,9.8
20220506T1100,13.940246,12.413476,16.858398,11.33
20220506T1200,13.120245,12.245294,358.3153,25.19
20220506T1300,13.990245,14.618837,9.926224,51.65
20220506T1400,15.010245,14.587776,15.751175,48.62
20220506T1500,16.120245,15.725037,15.945404,70.68
20220506T1600,16.500246,13.979871,11.888657,52.65
20220506T1700,16.760244,9.726665,2.1210938,41.31
20220506T1800,17.030245,11.440978,12.724335,36.43
20220506T1900,16.790245,10.239453,10.124664,15.45
20220506T2000,15.760245,7.6367526,8.130096,7.68
20220506T2100,14.230246,6.489992,356.8202,1.87
20220506T2200,13.290245,7.342588,348.69006,0
20220506T2300,12.790245,7.6367526,351.8699,0
20220507T0000,11.820246,7.127636,44.999985,0
20220507T0100,11.730246,5.2416787,74.054596,0
20220507T0200,11.400246,1.835647,101.30993,0
20220507T0300,11.010245,1.4399999,89.99999,0
20220507T0400,10.570246,2.968636,75.96376,0
20220507T0500,10.130245,3.7064266,60.945396,0
20220507T0600,9.610246,3.6,36.86989,0
20220507T0700,9.190246,2.5959969,56.30993,3.06
20220507T0800,10.960245,2.9024127,29.744873,12.29
20220507T0900,12.860246,3.671294,11.309921,25.96
20220507T1000,14.700245,5.5887027,14.931412,49.46
20220507T1100,16.440247,8.373386,25.463333,61.4
20220507T1200,17.850245,9.107359,18.434952,74.44
20220507T1300,18.870245,8.0899935,32.275635,83.54
20220507T1400,19.540245,7.928177,39.472458,70.84
20220507T1500,20.010244,8.707237,29.744873,77.23
20220507T1600,20.200245,10.24578,18.434952,63.23
20220507T1700,20.260244,11.384199,18.434952,39.3
20220507T1800,19.500246,11.525623,14.470276,36.16
20220507T1900,18.330246,7.9526596,5.194412,14.49
20220507T2000,17.010244,5.506941,11.309921,12.21
20220507T2100,17.130245,2.5959969,33.690063,2.24
20220507T2200,15.120245,3.8268526,48.81407,0
20220507T2300,12.5602455,4.1046314,37.87497,0
20220508T0000,13.110246,5.904439,52.431404,0
20220508T0100,12.680245,1.1384199,71.56504,0
